question_id,related_question_id,poll_name
4832,2958,Religious Group (v6)
5448,2958,Religious Place (v1)
5872,2958,Religious Place (v1.1)
6549,2958,Religious Place (v1.2)
7996,2958,Religious Text (v1.0)
2959,2959,Religious Group (v5)
4801,2959,Religious Group (v6)
2960,2960,Religious Group (v5)
4911,2960,Religious Group (v6)
7242,2960,Religious Text (v0.1)
8082,2960,Religious Text (v1.0)
2961,2961,Religious Group (v5)
4822,2961,Religious Group (v6)
5863,2961,Religious Place (v1.1)
6540,2961,Religious Place (v1.2)
6784,2961,Religious Text (v0.1)
7624,2961,Religious Text (v1.0)
7976,2961,Religious Text (v1.0)
2962,2962,Religious Group (v5)
4971,2962,Religious Group (v6)
8163,2962,Religious Text (v1.0)
2963,2963,Religious Group (v5)
4894,2963,Religious Group (v6)
5894,2963,Religious Place (v1.1)
6571,2963,Religious Place (v1.2)
7225,2963,Religious Text (v0.1)
8065,2963,Religious Text (v1.0)
2964,2964,Religious Group (v5)
4808,2964,Religious Group (v6)
5423,2964,Religious Place (v1)
5847,2964,Religious Place (v1.1)
6524,2964,Religious Place (v1.2)
7121,2964,Religious Text (v0.1)
7961,2964,Religious Text (v1.0)
2965,2965,Religious Group (v5)
4887,2965,Religious Group (v6)
2966,2966,Religious Group (v5)
4812,2966,Religious Group (v6)
6529,2966,Religious Place (v1.2)
7965,2966,Religious Text (v1.0)
2967,2967,Religious Group (v5)
4823,2967,Religious Group (v6)
5864,2967,Religious Place (v1.1)
6541,2967,Religious Place (v1.2)
7977,2967,Religious Text (v1.0)
2968,2968,Religious Group (v5)
4866,2968,Religious Group (v6)
5462,2968,Religious Place (v1)
5886,2968,Religious Place (v1.1)
6563,2968,Religious Place (v1.2)
7199,2968,Religious Text (v0.1)
8039,2968,Religious Text (v1.0)
2970,2970,Religious Group (v5)
4956,2970,Religious Group (v6)
8145,2970,Religious Text (v1.0)
2971,2971,Religious Group (v5)
4898,2971,Religious Group (v6)
5474,2971,Religious Place (v1)
5898,2971,Religious Place (v1.1)
6575,2971,Religious Place (v1.2)
7229,2971,Religious Text (v0.1)
8069,2971,Religious Text (v1.0)
2972,2972,Religious Group (v5)
4963,2972,Religious Group (v6)
8152,2972,Religious Text (v1.0)
2973,2973,Religious Group (v5)
4957,2973,Religious Group (v6)
8146,2973,Religious Text (v1.0)
2974,2974,Religious Group (v5)
4974,2974,Religious Group (v6)
8166,2974,Religious Text (v1.0)
2975,2975,Religious Group (v5)
4782,2975,Religious Group (v6)
7931,2975,Religious Text (v1.0)
2977,2977,Religious Group (v5)
4811,2977,Religious Group (v6)
6528,2977,Religious Place (v1.2)
7964,2977,Religious Text (v1.0)
2978,2978,Religious Group (v5)
4964,2978,Religious Group (v6)
5932,2978,Religious Place (v1.1)
6609,2978,Religious Place (v1.2)
8153,2978,Religious Text (v1.0)
2979,2979,Religious Group (v5)
4958,2979,Religious Group (v6)
8147,2979,Religious Text (v1.0)
2980,2980,Religious Group (v5)
4917,2980,Religious Group (v6)
7256,2980,Religious Text (v0.1)
8096,2980,Religious Text (v1.0)
2981,2981,Religious Group (v5)
4795,2981,Religious Group (v6)
6515,2981,Religious Place (v1.2)
7950,2981,Religious Text (v1.0)
2982,2982,Religious Group (v5)
4979,2982,Religious Group (v6)
8171,2982,Religious Text (v1.0)
2983,2983,Religious Group (v5)
4916,2983,Religious Group (v6)
7255,2983,Religious Text (v0.1)
8095,2983,Religious Text (v1.0)
2984,2984,Religious Group (v5)
4836,2984,Religious Group (v6)
5452,2984,Religious Place (v1)
5876,2984,Religious Place (v1.1)
6553,2984,Religious Place (v1.2)
8000,2984,Religious Text (v1.0)
2985,2985,Religious Group (v5)
4980,2985,Religious Group (v6)
8172,2985,Religious Text (v1.0)
2986,2986,Religious Group (v5)
5071,2986,Religious Group (v6)
8265,2986,Religious Text (v1.0)
2987,2987,Religious Group (v5)
5072,2987,Religious Group (v6)
8266,2987,Religious Text (v1.0)
2988,2988,Religious Group (v5)
5055,2988,Religious Group (v6)
8248,2988,Religious Text (v1.0)
2989,2989,Religious Group (v5)
5073,2989,Religious Group (v6)
8267,2989,Religious Text (v1.0)
2990,2990,Religious Group (v5)
5069,2990,Religious Group (v6)
8262,2990,Religious Text (v1.0)
2991,2991,Religious Group (v5)
5053,2991,Religious Group (v6)
8246,2991,Religious Text (v1.0)
2992,2992,Religious Group (v5)
5062,2992,Religious Group (v6)
8255,2992,Religious Text (v1.0)
2993,2993,Religious Group (v5)
5050,2993,Religious Group (v6)
8243,2993,Religious Text (v1.0)
2994,2994,Religious Group (v5)
5054,2994,Religious Group (v6)
8247,2994,Religious Text (v1.0)
2995,2995,Religious Group (v5)
5064,2995,Religious Group (v6)
8257,2995,Religious Text (v1.0)
2996,2996,Religious Group (v5)
5047,2996,Religious Group (v6)
8240,2996,Religious Text (v1.0)
2997,2997,Religious Group (v5)
5068,2997,Religious Group (v6)
8261,2997,Religious Text (v1.0)
2998,2998,Religious Group (v5)
5061,2998,Religious Group (v6)
8254,2998,Religious Text (v1.0)
2999,2999,Religious Group (v5)
5051,2999,Religious Group (v6)
8244,2999,Religious Text (v1.0)
3000,3000,Religious Group (v5)
5060,3000,Religious Group (v6)
8253,3000,Religious Text (v1.0)
3001,3001,Religious Group (v5)
5065,3001,Religious Group (v6)
8258,3001,Religious Text (v1.0)
3002,3002,Religious Group (v5)
5074,3002,Religious Group (v6)
8268,3002,Religious Text (v1.0)
3003,3003,Religious Group (v5)
5070,3003,Religious Group (v6)
8263,3003,Religious Text (v1.0)
3004,3004,Religious Group (v5)
5067,3004,Religious Group (v6)
8260,3004,Religious Text (v1.0)
3005,3005,Religious Group (v5)
5048,3005,Religious Group (v6)
8241,3005,Religious Text (v1.0)
3006,3006,Religious Group (v5)
5059,3006,Religious Group (v6)
7412,3006,Religious Text (v0.1)
8252,3006,Religious Text (v1.0)
3007,3007,Religious Group (v5)
5057,3007,Religious Group (v6)
8250,3007,Religious Text (v1.0)
3008,3008,Religious Group (v5)
5052,3008,Religious Group (v6)
8245,3008,Religious Text (v1.0)
3009,3009,Religious Group (v5)
5049,3009,Religious Group (v6)
8242,3009,Religious Text (v1.0)
3010,3010,Religious Group (v5)
5066,3010,Religious Group (v6)
8259,3010,Religious Text (v1.0)
3011,3011,Religious Group (v5)
5075,3011,Religious Group (v6)
8269,3011,Religious Text (v1.0)
3012,3012,Religious Group (v5)
5063,3012,Religious Group (v6)
8256,3012,Religious Text (v1.0)
3013,3013,Religious Group (v5)
5076,3013,Religious Group (v6)
8270,3013,Religious Text (v1.0)
3014,3014,Religious Group (v5)
5056,3014,Religious Group (v6)
8249,3014,Religious Text (v1.0)
3015,3015,Religious Group (v5)
5058,3015,Religious Group (v6)
8251,3015,Religious Text (v1.0)
3016,3016,Religious Group (v5)
5046,3016,Religious Group (v6)
7399,3016,Religious Text (v0.1)
8239,3016,Religious Text (v1.0)
3017,3017,Religious Group (v5)
5085,3017,Religious Group (v6)
8279,3017,Religious Text (v1.0)
3018,3018,Religious Group (v5)
5079,3018,Religious Group (v6)
8273,3018,Religious Text (v1.0)
3019,3019,Religious Group (v5)
5081,3019,Religious Group (v6)
8275,3019,Religious Text (v1.0)
3020,3020,Religious Group (v5)
5083,3020,Religious Group (v6)
8277,3020,Religious Text (v1.0)
3021,3021,Religious Group (v5)
5080,3021,Religious Group (v6)
8274,3021,Religious Text (v1.0)
3022,3022,Religious Group (v5)
5078,3022,Religious Group (v6)
7432,3022,Religious Text (v0.1)
8272,3022,Religious Text (v1.0)
3023,3023,Religious Group (v5)
5087,3023,Religious Group (v6)
8281,3023,Religious Text (v1.0)
3024,3024,Religious Group (v5)
5082,3024,Religious Group (v6)
8276,3024,Religious Text (v1.0)
3025,3025,Religious Group (v5)
5086,3025,Religious Group (v6)
8280,3025,Religious Text (v1.0)
3026,3026,Religious Group (v5)
5088,3026,Religious Group (v6)
7442,3026,Religious Text (v0.1)
8282,3026,Religious Text (v1.0)
3027,3027,Religious Group (v5)
5084,3027,Religious Group (v6)
8278,3027,Religious Text (v1.0)
3028,3028,Religious Group (v5)
5077,3028,Religious Group (v6)
7431,3028,Religious Text (v0.1)
8271,3028,Religious Text (v1.0)
3029,3029,Religious Group (v5)
5162,3029,Religious Group (v6)
7504,3029,Religious Text (v0.1)
8344,3029,Religious Text (v1.0)
3036,3036,Religious Group (v5)
5164,3036,Religious Group (v6)
7506,3036,Religious Text (v0.1)
8346,3036,Religious Text (v1.0)
3043,3043,Religious Group (v5)
5165,3043,Religious Group (v6)
7507,3043,Religious Text (v0.1)
8347,3043,Religious Text (v1.0)
3045,3045,Religious Group (v5)
5173,3045,Religious Group (v6)
8355,3045,Religious Text (v1.0)
3055,3055,Religious Group (v5)
5172,3055,Religious Group (v6)
8354,3055,Religious Text (v1.0)
3059,3059,Religious Group (v5)
5169,3059,Religious Group (v6)
7511,3059,Religious Text (v0.1)
8351,3059,Religious Text (v1.0)
3063,3063,Religious Group (v5)
5161,3063,Religious Group (v6)
7503,3063,Religious Text (v0.1)
8343,3063,Religious Text (v1.0)
3068,3068,Religious Group (v5)
5168,3068,Religious Group (v6)
7510,3068,Religious Text (v0.1)
8350,3068,Religious Text (v1.0)
3071,3071,Religious Group (v5)
5167,3071,Religious Group (v6)
7509,3071,Religious Text (v0.1)
8349,3071,Religious Text (v1.0)
3072,3072,Religious Group (v5)
5171,3072,Religious Group (v6)
8353,3072,Religious Text (v1.0)
3074,3074,Religious Group (v5)
5170,3074,Religious Group (v6)
7512,3074,Religious Text (v0.1)
8352,3074,Religious Text (v1.0)
3076,3076,Religious Group (v5)
5163,3076,Religious Group (v6)
7505,3076,Religious Text (v0.1)
8345,3076,Religious Text (v1.0)
3082,3082,Religious Group (v5)
5166,3082,Religious Group (v6)
7508,3082,Religious Text (v0.1)
8348,3082,Religious Text (v1.0)
3084,3084,Religious Group (v5)
4661,3084,Religious Group (v6)
3085,3085,Religious Group (v5)
5149,3085,Religious Group (v6)
7491,3085,Religious Text (v0.1)
8331,3085,Religious Text (v1.0)
3086,3086,Religious Group (v5)
5160,3086,Religious Group (v6)
5527,3086,Religious Place (v1)
6042,3086,Religious Place (v1.1)
6719,3086,Religious Place (v1.2)
6942,3086,Religious Text (v0.1)
7782,3086,Religious Text (v1.0)
8342,3086,Religious Text (v1.0)
3087,3087,Religious Group (v5)
5134,3087,Religious Group (v6)
3088,3088,Religious Group (v5)
5129,3088,Religious Group (v6)
7483,3088,Religious Text (v0.1)
8323,3088,Religious Text (v1.0)
3089,3089,Religious Group (v5)
5132,3089,Religious Group (v6)
7486,3089,Religious Text (v0.1)
8326,3089,Religious Text (v1.0)
3090,3090,Religious Group (v5)
5155,3090,Religious Group (v6)
5522,3090,Religious Place (v1)
6037,3090,Religious Place (v1.1)
6714,3090,Religious Place (v1.2)
6935,3090,Religious Text (v0.1)
7775,3090,Religious Text (v1.0)
8337,3090,Religious Text (v1.0)
3091,3091,Religious Group (v5)
5158,3091,Religious Group (v6)
5525,3091,Religious Place (v1)
6040,3091,Religious Place (v1.1)
6717,3091,Religious Place (v1.2)
6940,3091,Religious Text (v0.1)
7780,3091,Religious Text (v1.0)
8340,3091,Religious Text (v1.0)
3092,3092,Religious Group (v5)
5146,3092,Religious Group (v6)
3093,3093,Religious Group (v5)
5152,3093,Religious Group (v6)
5521,3093,Religious Place (v1)
6036,3093,Religious Place (v1.1)
6713,3093,Religious Place (v1.2)
6936,3093,Religious Text (v0.1)
7494,3093,Religious Text (v0.1)
7776,3093,Religious Text (v1.0)
8334,3093,Religious Text (v1.0)
3094,3094,Religious Group (v5)
5140,3094,Religious Group (v6)
3095,3095,Religious Group (v5)
5151,3095,Religious Group (v6)
7493,3095,Religious Text (v0.1)
8333,3095,Religious Text (v1.0)
3096,3096,Religious Group (v5)
5135,3096,Religious Group (v6)
3098,3098,Religious Group (v5)
5127,3098,Religious Group (v6)
7481,3098,Religious Text (v0.1)
8321,3098,Religious Text (v1.0)
3099,3099,Religious Group (v5)
5147,3099,Religious Group (v6)
3100,3100,Religious Group (v5)
5148,3100,Religious Group (v6)
7490,3100,Religious Text (v0.1)
8330,3100,Religious Text (v1.0)
3101,3101,Religious Group (v5)
5153,3101,Religious Group (v6)
8335,3101,Religious Text (v1.0)
3102,3102,Religious Group (v5)
5123,3102,Religious Group (v6)
8317,3102,Religious Text (v1.0)
3103,3103,Religious Group (v5)
5133,3103,Religious Group (v6)
3104,3104,Religious Group (v5)
5156,3104,Religious Group (v6)
8338,3104,Religious Text (v1.0)
3105,3105,Religious Group (v5)
5144,3105,Religious Group (v6)
3106,3106,Religious Group (v5)
5139,3106,Religious Group (v6)
3107,3107,Religious Group (v5)
5131,3107,Religious Group (v6)
7485,3107,Religious Text (v0.1)
8325,3107,Religious Text (v1.0)
3108,3108,Religious Group (v5)
5154,3108,Religious Group (v6)
5520,3108,Religious Place (v1)
6035,3108,Religious Place (v1.1)
6712,3108,Religious Place (v1.2)
6934,3108,Religious Text (v0.1)
7496,3108,Religious Text (v0.1)
7774,3108,Religious Text (v1.0)
8336,3108,Religious Text (v1.0)
3109,3109,Religious Group (v5)
5142,3109,Religious Group (v6)
7488,3109,Religious Text (v0.1)
8328,3109,Religious Text (v1.0)
3110,3110,Religious Group (v5)
5138,3110,Religious Group (v6)
3111,3111,Religious Group (v5)
5159,3111,Religious Group (v6)
5526,3111,Religious Place (v1)
6041,3111,Religious Place (v1.1)
6718,3111,Religious Place (v1.2)
6941,3111,Religious Text (v0.1)
7781,3111,Religious Text (v1.0)
8341,3111,Religious Text (v1.0)
3112,3112,Religious Group (v5)
5125,3112,Religious Group (v6)
8319,3112,Religious Text (v1.0)
3113,3113,Religious Group (v5)
5122,3113,Religious Group (v6)
7476,3113,Religious Text (v0.1)
8316,3113,Religious Text (v1.0)
3114,3114,Religious Group (v5)
5126,3114,Religious Group (v6)
8320,3114,Religious Text (v1.0)
3115,3115,Religious Group (v5)
5137,3115,Religious Group (v6)
7487,3115,Religious Text (v0.1)
8327,3115,Religious Text (v1.0)
3116,3116,Religious Group (v5)
5150,3116,Religious Group (v6)
7492,3116,Religious Text (v0.1)
8332,3116,Religious Text (v1.0)
3117,3117,Religious Group (v5)
5128,3117,Religious Group (v6)
7482,3117,Religious Text (v0.1)
8322,3117,Religious Text (v1.0)
3118,3118,Religious Group (v5)
5136,3118,Religious Group (v6)
3119,3119,Religious Group (v5)
5124,3119,Religious Group (v6)
8318,3119,Religious Text (v1.0)
3120,3120,Religious Group (v5)
5121,3120,Religious Group (v6)
7475,3120,Religious Text (v0.1)
8315,3120,Religious Text (v1.0)
3121,3121,Religious Group (v5)
5143,3121,Religious Group (v6)
7489,3121,Religious Text (v0.1)
8329,3121,Religious Text (v1.0)
3122,3122,Religious Group (v5)
5130,3122,Religious Group (v6)
7484,3122,Religious Text (v0.1)
8324,3122,Religious Text (v1.0)
3123,3123,Religious Group (v5)
5157,3123,Religious Group (v6)
5524,3123,Religious Place (v1)
6039,3123,Religious Place (v1.1)
6716,3123,Religious Place (v1.2)
6939,3123,Religious Text (v0.1)
7779,3123,Religious Text (v1.0)
8339,3123,Religious Text (v1.0)
3124,3124,Religious Group (v5)
5145,3124,Religious Group (v6)
3125,3125,Religious Group (v5)
5207,3125,Religious Group (v6)
3126,3126,Religious Group (v5)
5221,3126,Religious Group (v6)
6874,3126,Religious Text (v0.1)
7714,3126,Religious Text (v1.0)
3127,3127,Religious Group (v5)
5193,3127,Religious Group (v6)
3128,3128,Religious Group (v5)
5184,3128,Religious Group (v6)
3129,3129,Religious Group (v5)
5206,3129,Religious Group (v6)
3130,3130,Religious Group (v5)
5197,3130,Religious Group (v6)
3131,3131,Religious Group (v5)
5205,3131,Religious Group (v6)
7859,3131,Religious Text (v1.0)
3132,3132,Religious Group (v5)
5212,3132,Religious Group (v6)
7010,3132,Religious Text (v0.1)
7850,3132,Religious Text (v1.0)
3133,3133,Religious Group (v5)
5219,3133,Religious Group (v6)
7591,3133,Religious Text (v0.1)
8431,3133,Religious Text (v1.0)
3134,3134,Religious Group (v5)
5192,3134,Religious Group (v6)
6067,3134,Religious Place (v1.1)
6744,3134,Religious Place (v1.2)
7578,3134,Religious Text (v0.1)
8418,3134,Religious Text (v1.0)
3135,3135,Religious Group (v5)
5213,3135,Religious Group (v6)
3136,3136,Religious Group (v5)
5227,3136,Religious Group (v6)
8434,3136,Religious Text (v1.0)
8436,3136,Religious Text (v1.0)
3137,3137,Religious Group (v5)
5183,3137,Religious Group (v6)
7559,3137,Religious Text (v0.1)
8399,3137,Religious Text (v1.0)
3138,3138,Religious Group (v5)
5187,3138,Religious Group (v6)
8408,3138,Religious Text (v1.0)
3139,3139,Religious Group (v5)
5225,3139,Religious Group (v6)
3140,3140,Religious Group (v5)
5195,3140,Religious Group (v6)
8422,3140,Religious Text (v1.0)
3141,3141,Religious Group (v5)
5210,3141,Religious Group (v6)
3142,3142,Religious Group (v5)
5217,3142,Religious Group (v6)
8428,3142,Religious Text (v1.0)
3143,3143,Religious Group (v5)
5203,3143,Religious Group (v6)
7857,3143,Religious Text (v1.0)
3144,3144,Religious Group (v5)
5198,3144,Religious Group (v6)
7853,3144,Religious Text (v1.0)
3145,3145,Religious Group (v5)
5226,3145,Religious Group (v6)
7593,3145,Religious Text (v0.1)
8433,3145,Religious Text (v1.0)
3146,3146,Religious Group (v5)
5208,3146,Religious Group (v6)
3147,3147,Religious Group (v5)
5218,3147,Religious Group (v6)
7590,3147,Religious Text (v0.1)
8430,3147,Religious Text (v1.0)
3148,3148,Religious Group (v5)
5181,3148,Religious Group (v6)
7554,3148,Religious Text (v0.1)
8394,3148,Religious Text (v1.0)
3149,3149,Religious Group (v5)
5214,3149,Religious Group (v6)
7585,3149,Religious Text (v0.1)
8425,3149,Religious Text (v1.0)
3150,3150,Religious Group (v5)
5229,3150,Religious Group (v6)
3151,3151,Religious Group (v5)
5228,3151,Religious Group (v6)
7595,3151,Religious Text (v0.1)
8435,3151,Religious Text (v1.0)
3152,3152,Religious Group (v5)
5209,3152,Religious Group (v6)
3153,3153,Religious Group (v5)
5196,3153,Religious Group (v6)
7852,3153,Religious Text (v1.0)
3154,3154,Religious Group (v5)
5199,3154,Religious Group (v6)
3155,3155,Religious Group (v5)
5215,3155,Religious Group (v6)
8426,3155,Religious Text (v1.0)
3156,3156,Religious Group (v5)
5189,3156,Religious Group (v6)
3157,3157,Religious Group (v5)
5224,3157,Religious Group (v6)
7033,3157,Religious Text (v0.1)
7873,3157,Religious Text (v1.0)
3158,3158,Religious Group (v5)
5175,3158,Religious Group (v6)
7550,3158,Religious Text (v0.1)
8390,3158,Religious Text (v1.0)
3159,3159,Religious Group (v5)
5216,3159,Religious Group (v6)
8427,3159,Religious Text (v1.0)
3160,3160,Religious Group (v5)
5202,3160,Religious Group (v6)
7856,3160,Religious Text (v1.0)
3161,3161,Religious Group (v5)
5182,3161,Religious Group (v6)
7557,3161,Religious Text (v0.1)
8397,3161,Religious Text (v1.0)
3162,3162,Religious Group (v5)
5178,3162,Religious Group (v6)
3163,3163,Religious Group (v5)
5180,3163,Religious Group (v6)
3164,3164,Religious Group (v5)
5176,3164,Religious Group (v6)
3165,3165,Religious Group (v5)
5200,3165,Religious Group (v6)
7854,3165,Religious Text (v1.0)
3166,3166,Religious Group (v5)
5220,3166,Religious Group (v6)
6868,3166,Religious Text (v0.1)
7708,3166,Religious Text (v1.0)
3167,3167,Religious Group (v5)
5191,3167,Religious Group (v6)
3168,3168,Religious Group (v5)
5177,3168,Religious Group (v6)
7551,3168,Religious Text (v0.1)
8391,3168,Religious Text (v1.0)
3169,3169,Religious Group (v5)
5188,3169,Religious Group (v6)
6063,3169,Religious Place (v1.1)
6740,3169,Religious Place (v1.2)
7573,3169,Religious Text (v0.1)
7574,3169,Religious Text (v0.1)
8413,3169,Religious Text (v1.0)
8414,3169,Religious Text (v1.0)
3170,3170,Religious Group (v5)
5204,3170,Religious Group (v6)
7858,3170,Religious Text (v1.0)
3171,3171,Religious Group (v5)
5211,3171,Religious Group (v6)
3172,3172,Religious Group (v5)
5185,3172,Religious Group (v6)
3173,3173,Religious Group (v5)
5223,3173,Religious Group (v6)
6877,3173,Religious Text (v0.1)
7717,3173,Religious Text (v1.0)
3174,3174,Religious Group (v5)
5190,3174,Religious Group (v6)
6066,3174,Religious Place (v1.1)
6743,3174,Religious Place (v1.2)
7577,3174,Religious Text (v0.1)
8417,3174,Religious Text (v1.0)
3175,3175,Religious Group (v5)
5222,3175,Religious Group (v6)
6876,3175,Religious Text (v0.1)
7716,3175,Religious Text (v1.0)
3176,3176,Religious Group (v5)
5201,3176,Religious Group (v6)
7855,3176,Religious Text (v1.0)
3177,3177,Religious Group (v5)
5186,3177,Religious Group (v6)
8407,3177,Religious Text (v1.0)
3178,3178,Religious Group (v5)
5194,3178,Religious Group (v6)
8421,3178,Religious Text (v1.0)
3179,3179,Religious Group (v5)
5179,3179,Religious Group (v6)
7552,3179,Religious Text (v0.1)
8392,3179,Religious Text (v1.0)
3180,3180,Religious Group (v5)
4870,3180,Religious Group (v6)
7203,3180,Religious Text (v0.1)
8043,3180,Religious Text (v1.0)
3181,3181,Religious Group (v5)
4869,3181,Religious Group (v6)
7202,3181,Religious Text (v0.1)
8042,3181,Religious Text (v1.0)
3182,3182,Religious Group (v5)
4895,3182,Religious Group (v6)
5895,3182,Religious Place (v1.1)
6572,3182,Religious Place (v1.2)
7226,3182,Religious Text (v0.1)
8066,3182,Religious Text (v1.0)
3183,3183,Religious Group (v5)
4879,3183,Religious Group (v6)
7212,3183,Religious Text (v0.1)
8052,3183,Religious Text (v1.0)
3184,3184,Religious Group (v5)
4872,3184,Religious Group (v6)
7205,3184,Religious Text (v0.1)
8045,3184,Religious Text (v1.0)
3185,3185,Religious Group (v5)
4876,3185,Religious Group (v6)
7209,3185,Religious Text (v0.1)
8049,3185,Religious Text (v1.0)
3186,3186,Religious Group (v5)
4873,3186,Religious Group (v6)
7206,3186,Religious Text (v0.1)
7207,3186,Religious Text (v0.1)
8046,3186,Religious Text (v1.0)
8047,3186,Religious Text (v1.0)
3187,3187,Religious Group (v5)
4871,3187,Religious Group (v6)
7204,3187,Religious Text (v0.1)
8044,3187,Religious Text (v1.0)
3188,3188,Religious Group (v5)
4874,3188,Religious Group (v6)
3189,3189,Religious Group (v5)
4875,3189,Religious Group (v6)
7208,3189,Religious Text (v0.1)
8048,3189,Religious Text (v1.0)
3190,3190,Religious Group (v5)
4878,3190,Religious Group (v6)
7211,3190,Religious Text (v0.1)
8051,3190,Religious Text (v1.0)
3191,3191,Religious Group (v5)
4877,3191,Religious Group (v6)
7210,3191,Religious Text (v0.1)
8050,3191,Religious Text (v1.0)
3192,3192,Religious Group (v5)
4853,3192,Religious Group (v6)
8017,3192,Religious Text (v1.0)
3193,3193,Religious Group (v5)
4842,3193,Religious Group (v6)
8006,3193,Religious Text (v1.0)
3200,3200,Religious Group (v5)
4929,3200,Religious Group (v6)
3204,3204,Religious Group (v5)
4843,3204,Religious Group (v6)
8007,3204,Religious Text (v1.0)
3209,3209,Religious Group (v5)
4920,3209,Religious Group (v6)
5485,3209,Religious Place (v1)
5909,3209,Religious Place (v1.1)
6586,3209,Religious Place (v1.2)
8104,3209,Religious Text (v1.0)
3212,3212,Religious Group (v5)
4931,3212,Religious Group (v6)
3215,3215,Religious Group (v5)
4846,3215,Religious Group (v6)
8010,3215,Religious Text (v1.0)
3218,3218,Religious Group (v5)
4856,3218,Religious Group (v6)
8023,3218,Religious Text (v1.0)
3222,3222,Religious Group (v5)
4926,3222,Religious Group (v6)
3224,3224,Religious Group (v5)
4845,3224,Religious Group (v6)
8009,3224,Religious Text (v1.0)
3225,3225,Religious Group (v5)
4847,3225,Religious Group (v6)
8011,3225,Religious Text (v1.0)
3227,3227,Religious Group (v5)
4932,3227,Religious Group (v6)
3228,3228,Religious Group (v5)
4840,3228,Religious Group (v6)
8004,3228,Religious Text (v1.0)
3229,3229,Religious Group (v5)
4854,3229,Religious Group (v6)
8018,3229,Religious Text (v1.0)
3230,3230,Religious Group (v5)
4851,3230,Religious Group (v6)
8015,3230,Religious Text (v1.0)
3231,3231,Religious Group (v5)
4925,3231,Religious Group (v6)
3233,3233,Religious Group (v5)
4838,3233,Religious Group (v6)
3234,3234,Religious Group (v5)
4922,3234,Religious Group (v6)
3237,3237,Religious Group (v5)
4850,3237,Religious Group (v6)
8014,3237,Religious Text (v1.0)
3240,3240,Religious Group (v5)
4848,3240,Religious Group (v6)
8002,3240,Religious Text (v1.0)
8012,3240,Religious Text (v1.0)
3243,3243,Religious Group (v5)
4924,3243,Religious Group (v6)
3244,3244,Religious Group (v5)
4923,3244,Religious Group (v6)
3246,3246,Religious Group (v5)
4930,3246,Religious Group (v6)
3247,3247,Religious Group (v5)
4849,3247,Religious Group (v6)
8013,3247,Religious Text (v1.0)
3248,3248,Religious Group (v5)
4844,3248,Religious Group (v6)
8008,3248,Religious Text (v1.0)
3251,3251,Religious Group (v5)
4940,3251,Religious Group (v6)
3254,3254,Religious Group (v5)
4927,3254,Religious Group (v6)
3255,3255,Religious Group (v5)
4928,3255,Religious Group (v6)
3256,3256,Religious Group (v5)
4841,3256,Religious Group (v6)
8005,3256,Religious Text (v1.0)
3258,3258,Religious Group (v5)
4936,3258,Religious Group (v6)
3263,3263,Religious Group (v5)
4839,3263,Religious Group (v6)
8003,3263,Religious Text (v1.0)
3269,3269,Religious Group (v5)
4935,3269,Religious Group (v6)
3270,3270,Religious Group (v5)
4941,3270,Religious Group (v6)
5487,3270,Religious Place (v1)
5911,3270,Religious Place (v1.1)
6588,3270,Religious Place (v1.2)
8106,3270,Religious Text (v1.0)
3271,3271,Religious Group (v5)
4942,3271,Religious Group (v6)
5912,3271,Religious Place (v1.1)
6589,3271,Religious Place (v1.2)
8107,3271,Religious Text (v1.0)
3273,3273,Religious Group (v5)
4939,3273,Religious Group (v6)
3274,3274,Religious Group (v5)
4921,3274,Religious Group (v6)
5486,3274,Religious Place (v1)
5910,3274,Religious Place (v1.1)
6587,3274,Religious Place (v1.2)
8105,3274,Religious Text (v1.0)
3276,3276,Religious Group (v5)
4937,3276,Religious Group (v6)
3277,3277,Religious Group (v5)
4865,3277,Religious Group (v6)
5885,3277,Religious Place (v1.1)
6562,3277,Religious Place (v1.2)
8032,3277,Religious Text (v1.0)
3278,3278,Religious Group (v5)
4861,3278,Religious Group (v6)
5881,3278,Religious Place (v1.1)
6558,3278,Religious Place (v1.2)
8028,3278,Religious Text (v1.0)
3280,3280,Religious Group (v5)
4864,3280,Religious Group (v6)
5884,3280,Religious Place (v1.1)
6561,3280,Religious Place (v1.2)
8031,3280,Religious Text (v1.0)
3281,3281,Religious Group (v5)
4909,3281,Religious Group (v6)
7240,3281,Religious Text (v0.1)
8080,3281,Religious Text (v1.0)
3282,3282,Religious Group (v5)
4945,3282,Religious Group (v6)
5915,3282,Religious Place (v1.1)
6592,3282,Religious Place (v1.2)
8110,3282,Religious Text (v1.0)
3283,3283,Religious Group (v5)
4855,3283,Religious Group (v6)
8019,3283,Religious Text (v1.0)
3285,3285,Religious Group (v5)
4905,3285,Religious Group (v6)
7236,3285,Religious Text (v0.1)
8076,3285,Religious Text (v1.0)
3286,3286,Religious Group (v5)
4947,3286,Religious Group (v6)
5917,3286,Religious Place (v1.1)
6594,3286,Religious Place (v1.2)
8112,3286,Religious Text (v1.0)
3288,3288,Religious Group (v5)
4852,3288,Religious Group (v6)
8016,3288,Religious Text (v1.0)
3289,3289,Religious Group (v5)
4903,3289,Religious Group (v6)
7234,3289,Religious Text (v0.1)
8074,3289,Religious Text (v1.0)
3291,3291,Religious Group (v5)
4934,3291,Religious Group (v6)
3292,3292,Religious Group (v5)
4857,3292,Religious Group (v6)
